"Total_Transaction","Total_Quantity","Total_Revenue","CATEGORY","UN_TRANSACTION_DATE"
6,25,5162,"Electronics","2/26/2025"
4,14,1646,"Grocery","2/26/2025"
9,31,7403,"Home","2/26/2025"
2,8,2819,"Sports","2/26/2025"
8,24,3845,"Clothing","2/26/2026"
1,4,875,"Electronics","2/26/2026"
7,23,6342,"Grocery","2/26/2026"
7,13,3353,"Home","2/26/2026"
3,15,3590,"Sports","2/26/2026"
2,2,380,"Clothing","2/27/2025"
3,8,1847,"Electronics","2/27/2025"
1,5,1373,"Grocery","2/27/2025"
4,17,4843,"Home","2/27/2025"
5,19,7368,"Sports","2/27/2025"
6,18,3193,"Clothing","2/27/2026"
5,12,2718,"Electronics","2/27/2026"
7,20,4970,"Grocery","2/27/2026"
4,13,1803,"Home","2/27/2026"
5,18,5849,"Sports","2/27/2026"
2,8,1283,"Clothing","2/28/2025"
3,8,1515,"Electronics","2/28/2025"
7,20,5893,"Home","2/28/2025"
7,14,4112,"Sports","2/28/2025"
6,14,1993,"Clothing","2/28/2026"
4,13,4279,"Electronics","2/28/2026"
4,14,4394,"Grocery","2/28/2026"
7,21,3579,"Home","2/28/2026"
11,29,5111,"Sports","2/28/2026"
7,15,2513,"Clothing","2/3/2025"
4,10,2320,"Electronics","2/3/2025"
10,30,7736,"Grocery","2/3/2025"
11,34,9803,"Home","2/3/2025"
8,20,5510,"Sports","2/3/2025"
6,19,3004,"Clothing","2/3/2026"
5,12,3256,"Electronics","2/3/2026"
5,14,2858,"Grocery","2/3/2026"
6,23,5910,"Home","2/3/2026"
4,13,3108,"Sports","2/3/2026"
7,23,3549,"Clothing","2/4/2025"
2,9,1291,"Electronics","2/4/2025"
2,4,676,"Grocery","2/4/2025"
5,14,3447,"Home","2/4/2025"
7,12,3246,"Sports","2/4/2025"
5,16,3452,"Clothing","2/4/2026"
5,11,2072,"Electronics","2/4/2026"
5,13,2922,"Grocery","2/4/2026"
11,32,9928,"Home","2/4/2026"
5,15,4009,"Sports","2/4/2026"
4,13,2211,"Clothing","2/5/2025"
5,18,4772,"Electronics","2/5/2025"
3,7,1386,"Grocery","2/5/2025"
9,20,5672,"Home","2/5/2025"
6,24,4881,"Sports","2/5/2025"
12,37,6858,"Clothing","2/5/2026"
3,7,2793,"Electronics","2/5/2026"
7,21,2356,"Grocery","2/5/2026"
10,36,10565,"Home","2/5/2026"
5,21,6084,"Sports","2/5/2026"
6,19,3494,"Clothing","2/6/2025"
3,12,3491,"Electronics","2/6/2025"
5,14,3973,"Grocery","2/6/2025"
7,17,4300,"Home","2/6/2025"
3,9,1354,"Sports","2/6/2025"
8,21,4031,"Clothing","2/6/2026"
4,17,6432,"Electronics","2/6/2026"
4,10,2318,"Grocery","2/6/2026"
6,19,6128,"Home","2/6/2026"
3,8,1628,"Sports","2/6/2026"
6,18,2013,"Clothing","2/7/2025"
3,11,2093,"Electronics","2/7/2025"
4,11,3807,"Grocery","2/7/2025"
8,30,7706,"Home","2/7/2025"
4,4,1021,"Sports","2/7/2025"
4,10,2319,"Clothing","2/7/2026"
1,5,1094,"Electronics","2/7/2026"
5,17,3686,"Grocery","2/7/2026"
3,9,2969,"Home","2/7/2026"
7,16,5887,"Sports","2/7/2026"
6,16,2462,"Clothing","2/8/2025"
3,12,3945,"Electronics","2/8/2025"
7,25,4963,"Grocery","2/8/2025"
8,16,1816,"Home","2/8/2025"
5,15,5325,"Sports","2/8/2025"
3,10,936,"Clothing","2/8/2026"
7,21,5009,"Electronics","2/8/2026"
6,19,6930,"Grocery","2/8/2026"
7,15,4490,"Home","2/8/2026"
5,17,5266,"Sports","2/8/2026"
6,19,4634,"Clothing","2/9/2025"
3,13,3865,"Electronics","2/9/2025"
5,17,4859,"Grocery","2/9/2025"
11,23,5091,"Home","2/9/2025"
6,20,4272,"Sports","2/9/2025"
6,21,3246,"Clothing","2/9/2026"
6,14,3327,"Electronics","2/9/2026"
8,24,6093,"Grocery","2/9/2026"
9,25,9448,"Home","2/9/2026"
6,17,3075,"Sports","2/9/2026"
26,85,16222,"Clothing","2026/13/40"
23,63,11123,"Electronics","2026/13/40"
32,98,25832,"Grocery","2026/13/40"
38,122,34724,"Home","2026/13/40"
23,77,17273,"Sports","2026/13/40"
2,8,1043,"Clothing","3/1/2025"
4,8,2004,"Electronics","3/1/2025"
9,20,6037,"Grocery","3/1/2025"
2,8,1853,"Home","3/1/2025"
7,16,3575,"Sports","3/1/2025"
2,5,534,"Clothing","3/1/2026"
4,14,3401,"Electronics","3/1/2026"
7,26,6547,"Grocery","3/1/2026"
6,17,4661,"Home","3/1/2026"
4,11,3459,"Sports","3/1/2026"
3,11,3167,"Clothing","3/10/2025"
3,11,2724,"Electronics","3/10/2025"
6,15,4506,"Grocery","3/10/2025"
8,24,4897,"Home","3/10/2025"
6,22,6734,"Sports","3/10/2025"
9,22,3490,"Clothing","3/10/2026"
3,6,1311,"Electronics","3/10/2026"
4,18,6111,"Grocery","3/10/2026"
10,25,5493,"Home","3/10/2026"
8,28,6470,"Sports","3/10/2026"
5,19,3563,"Clothing","3/11/2025"
4,6,1438,"Electronics","3/11/2025"
5,12,1728,"Grocery","3/11/2025"
3,12,3528,"Home","3/11/2025"
4,12,1727,"Sports","3/11/2025"
9,26,3578,"Clothing","3/11/2026"
5,11,3602,"Electronics","3/11/2026"
11,30,7825,"Home","3/11/2026"
1,3,676,"Sports","3/11/2026"
11,39,6021,"Clothing","3/12/2025"
2,6,2067,"Electronics","3/12/2025"
1,1,296,"Grocery","3/12/2025"
4,7,807,"Home","3/12/2025"
6,24,7873,"Sports","3/12/2025"
10,23,2427,"Clothing","3/12/2026"
2,6,2003,"Electronics","3/12/2026"
5,16,2218,"Grocery","3/12/2026"
3,8,2225,"Home","3/12/2026"
3,10,1865,"Sports","3/12/2026"
4,8,1179,"Clothing","3/13/2025"
1,2,570,"Electronics","3/13/2025"
1,1,275,"Grocery","3/13/2025"
8,25,6465,"Home","3/13/2025"
4,7,922,"Sports","3/13/2025"
3,13,1702,"Clothing","3/13/2026"
4,12,3054,"Electronics","3/13/2026"
4,10,1099,"Grocery","3/13/2026"
12,33,7646,"Home","3/13/2026"
8,22,5545,"Sports","3/13/2026"
4,11,2124,"Clothing","3/14/2025"
2,6,1728,"Electronics","3/14/2025"
2,4,652,"Grocery","3/14/2025"
5,17,4466,"Home","3/14/2025"
5,15,3610,"Sports","3/14/2025"
3,7,1466,"Clothing","3/14/2026"
2,2,515,"Electronics","3/14/2026"
3,10,2405,"Grocery","3/14/2026"
3,10,2472,"Home","3/14/2026"
3,8,2450,"Sports","3/14/2026"
6,14,2507,"Clothing","3/15/2025"
2,2,354,"Electronics","3/15/2025"
6,15,3207,"Grocery","3/15/2025"
4,14,5410,"Home","3/15/2025"
3,9,1959,"Sports","3/15/2025"
2,10,2868,"Clothing","3/15/2026"
2,5,1085,"Electronics","3/15/2026"
4,12,2635,"Grocery","3/15/2026"
5,12,3544,"Home","3/15/2026"
3,9,2440,"Sports","3/15/2026"
4,9,1294,"Clothing","3/16/2025"
4,12,3655,"Electronics","3/16/2025"
2,7,1862,"Grocery","3/16/2025"
3,11,1319,"Home","3/16/2025"
7,22,5746,"Sports","3/16/2025"
1,1,305,"Clothing","3/16/2026"
3,12,2342,"Electronics","3/16/2026"
3,9,647,"Grocery","3/16/2026"
4,13,3436,"Home","3/16/2026"
3,6,876,"Sports","3/16/2026"
5,18,2966,"Clothing","3/17/2025"
6,18,5174,"Electronics","3/17/2025"
3,9,1564,"Grocery","3/17/2025"
6,13,2898,"Home","3/17/2025"
4,11,3501,"Sports","3/17/2025"
2,2,174,"Clothing","3/17/2026"
1,1,78,"Electronics","3/17/2026"
3,11,2903,"Grocery","3/17/2026"
2,9,3253,"Home","3/17/2026"
3,12,3301,"Sports","3/17/2026"
4,13,2945,"Clothing","3/18/2025"
5,17,3207,"Electronics","3/18/2025"
7,29,9207,"Grocery","3/18/2025"
3,10,3484,"Home","3/18/2025"
7,24,5858,"Sports","3/18/2025"
8,30,5058,"Clothing","3/18/2026"
3,14,3016,"Electronics","3/18/2026"
4,8,2250,"Grocery","3/18/2026"
8,28,8843,"Home","3/18/2026"
1,3,1132,"Sports","3/18/2026"
5,19,3661,"Clothing","3/19/2025"
3,14,3242,"Electronics","3/19/2025"
5,17,3614,"Grocery","3/19/2025"
9,32,10831,"Home","3/19/2025"
4,14,2169,"Sports","3/19/2025"
3,8,1253,"Clothing","3/19/2026"
2,8,2003,"Electronics","3/19/2026"
5,16,2924,"Grocery","3/19/2026"
4,7,2020,"Home","3/19/2026"
5,18,3019,"Sports","3/19/2026"
2,5,654,"Clothing","3/2/2025"
5,16,4868,"Electronics","3/2/2025"
1,2,219,"Grocery","3/2/2025"
9,17,5723,"Home","3/2/2025"
2,8,2985,"Sports","3/2/2025"
3,4,531,"Clothing","3/2/2026"
3,9,3415,"Electronics","3/2/2026"
5,19,5122,"Grocery","3/2/2026"
4,17,3225,"Home","3/2/2026"
4,12,3635,"Sports","3/2/2026"
5,15,2616,"Clothing","3/20/2025"
2,2,494,"Electronics","3/20/2025"
3,10,3276,"Grocery","3/20/2025"
2,9,590,"Home","3/20/2025"
7,17,4608,"Sports","3/20/2025"
8,22,3652,"Clothing","3/20/2026"
3,11,1342,"Electronics","3/20/2026"
5,15,3374,"Grocery","3/20/2026"
6,24,7073,"Home","3/20/2026"
3,9,2621,"Sports","3/20/2026"
6,17,1811,"Clothing","3/21/2025"
4,13,2591,"Electronics","3/21/2025"
3,8,2126,"Grocery","3/21/2025"
3,12,2799,"Home","3/21/2025"
3,10,3277,"Sports","3/21/2025"
7,12,2666,"Clothing","3/21/2026"
1,2,125,"Electronics","3/21/2026"
1,4,1098,"Grocery","3/21/2026"
2,4,920,"Home","3/21/2026"
5,18,3625,"Sports","3/21/2026"
3,12,1072,"Clothing","3/22/2025"
2,3,870,"Electronics","3/22/2025"
6,13,2916,"Grocery","3/22/2025"
5,17,3804,"Home","3/22/2025"
4,13,4351,"Sports","3/22/2025"
3,11,2379,"Clothing","3/22/2026"
1,2,246,"Electronics","3/22/2026"
2,8,1029,"Grocery","3/22/2026"
7,25,6109,"Home","3/22/2026"
4,10,1930,"Sports","3/22/2026"
8,27,5247,"Clothing","3/23/2025"
3,7,2016,"Electronics","3/23/2025"
5,15,2143,"Grocery","3/23/2025"
10,32,8043,"Home","3/23/2025"
6,20,6001,"Sports","3/23/2025"
7,26,4283,"Clothing","3/23/2026"
8,19,4906,"Grocery","3/23/2026"
5,15,5757,"Home","3/23/2026"
4,8,2570,"Sports","3/23/2026"
8,28,3176,"Clothing","3/24/2025"
3,4,986,"Electronics","3/24/2025"
4,7,1985,"Grocery","3/24/2025"
5,13,4072,"Home","3/24/2025"
10,34,7307,"Sports","3/24/2025"
1,5,0,,"3/24/2025"
1,5,967,"Clothing","3/24/2026"
2,5,797,"Electronics","3/24/2026"
1,1,16,"Grocery","3/24/2026"
3,12,3914,"Home","3/24/2026"
3,12,3537,"Sports","3/24/2026"
5,18,2987,"Clothing","3/25/2025"
3,9,2927,"Electronics","3/25/2025"
4,17,5636,"Grocery","3/25/2025"
8,22,5303,"Home","3/25/2025"
5,14,1975,"Sports","3/25/2025"
4,11,2386,"Clothing","3/25/2026"
4,8,2440,"Electronics","3/25/2026"
4,13,5032,"Grocery","3/25/2026"
7,25,3187,"Home","3/25/2026"
7,23,6159,"Sports","3/25/2026"
6,11,1592,"Clothing","3/26/2025"
2,7,2517,"Electronics","3/26/2025"
6,13,1620,"Grocery","3/26/2025"
7,25,7052,"Home","3/26/2025"
1,1,124,"Sports","3/26/2025"
5,17,3544,"Clothing","3/26/2026"
1,3,854,"Electronics","3/26/2026"
7,19,6100,"Grocery","3/26/2026"
6,15,2982,"Home","3/26/2026"
3,9,1949,"Sports","3/26/2026"
10,29,5644,"Clothing","3/27/2025"
3,8,1414,"Electronics","3/27/2025"
6,20,3370,"Grocery","3/27/2025"
9,35,11921,"Home","3/27/2025"
4,15,3928,"Sports","3/27/2025"
2,2,370,"Clothing","3/27/2026"
4,9,2608,"Electronics","3/27/2026"
4,8,2221,"Grocery","3/27/2026"
6,13,2348,"Home","3/27/2026"
5,13,1995,"Sports","3/27/2026"
7,19,3129,"Clothing","3/28/2025"
3,12,1495,"Electronics","3/28/2025"
4,12,2299,"Grocery","3/28/2025"
3,10,1500,"Home","3/28/2025"
4,8,1516,"Sports","3/28/2025"
2,5,1163,"Clothing","3/28/2026"
5,15,5437,"Electronics","3/28/2026"
5,18,4058,"Grocery","3/28/2026"
7,22,4391,"Home","3/28/2026"
9,28,7097,"Sports","3/28/2026"
3,13,2137,"Clothing","3/29/2025"
3,9,2609,"Electronics","3/29/2025"
8,22,5831,"Grocery","3/29/2025"
7,16,4208,"Home","3/29/2025"
3,4,457,"Sports","3/29/2025"
6,15,2491,"Clothing","3/29/2026"
1,3,913,"Electronics","3/29/2026"
6,8,1406,"Grocery","3/29/2026"
7,24,7481,"Home","3/29/2026"
3,9,3147,"Sports","3/29/2026"
6,13,1660,"Clothing","3/3/2025"
3,7,1881,"Grocery","3/3/2025"
6,25,8644,"Home","3/3/2025"
2,9,2854,"Sports","3/3/2025"
4,13,1855,"Clothing","3/3/2026"
4,11,1214,"Electronics","3/3/2026"
5,15,3876,"Grocery","3/3/2026"
4,8,2129,"Home","3/3/2026"
6,18,4909,"Sports","3/3/2026"
3,9,1905,"Clothing","3/30/2025"
1,5,1612,"Electronics","3/30/2025"
5,19,3981,"Grocery","3/30/2025"
12,36,12307,"Home","3/30/2025"
10,24,6428,"Sports","3/30/2025"
10,29,5115,"Clothing","3/30/2026"
7,20,4558,"Electronics","3/30/2026"
4,15,3312,"Grocery","3/30/2026"
6,14,5043,"Home","3/30/2026"
8,22,4554,"Sports","3/30/2026"
1,4,711,"Clothing","3/31/2025"
2,5,376,"Electronics","3/31/2025"
2,4,1294,"Grocery","3/31/2025"
9,27,7130,"Home","3/31/2025"
5,17,4590,"Sports","3/31/2025"
4,15,2617,"Clothing","3/31/2026"
2,4,1561,"Electronics","3/31/2026"
4,13,2883,"Grocery","3/31/2026"
10,26,5370,"Home","3/31/2026"
6,23,3658,"Sports","3/31/2026"
3,8,1720,"Clothing","3/4/2025"
3,10,2235,"Electronics","3/4/2025"
4,9,2070,"Grocery","3/4/2025"
5,15,4506,"Home","3/4/2025"
3,8,1807,"Sports","3/4/2025"
2,6,937,"Clothing","3/4/2026"
1,1,300,"Electronics","3/4/2026"
3,8,2038,"Grocery","3/4/2026"
2,3,648,"Home","3/4/2026"
2,3,739,"Sports","3/4/2026"
2,7,1025,"Clothing","3/5/2025"
1,3,899,"Electronics","3/5/2025"
3,5,1804,"Grocery","3/5/2025"
5,13,3589,"Home","3/5/2025"
4,15,4562,"Sports","3/5/2025"
3,7,1269,"Clothing","3/5/2026"
1,1,243,"Electronics","3/5/2026"
4,10,1861,"Grocery","3/5/2026"
4,9,2940,"Home","3/5/2026"
6,24,5675,"Sports","3/5/2026"
6,16,2232,"Clothing","3/6/2025"
7,28,6820,"Electronics","3/6/2025"
7,22,5757,"Grocery","3/6/2025"
9,31,6991,"Home","3/6/2025"
7,25,5373,"Sports","3/6/2025"
7,20,2978,"Clothing","3/6/2026"
3,7,960,"Electronics","3/6/2026"
6,20,5266,"Grocery","3/6/2026"
9,28,8348,"Home","3/6/2026"
8,23,3840,"Sports","3/6/2026"
3,5,904,"Clothing","3/7/2025"
1,5,1522,"Electronics","3/7/2025"
2,6,2582,"Grocery","3/7/2025"
4,14,4981,"Home","3/7/2025"
9,28,6224,"Sports","3/7/2025"
1,3,183,"Clothing","3/7/2026"
3,10,2673,"Electronics","3/7/2026"
3,6,2034,"Grocery","3/7/2026"
9,30,7162,"Home","3/7/2026"
6,21,5238,"Sports","3/7/2026"
1,5,0,,"3/7/2026"
2,7,869,"Clothing","3/8/2025"
3,7,741,"Electronics","3/8/2025"
5,16,3479,"Grocery","3/8/2025"
9,22,7604,"Home","3/8/2025"
9,25,6479,"Sports","3/8/2025"
7,22,3957,"Clothing","3/8/2026"
4,8,2202,"Electronics","3/8/2026"
5,17,5163,"Grocery","3/8/2026"
12,33,6309,"Home","3/8/2026"
4,8,2239,"Sports","3/8/2026"
5,17,2003,"Clothing","3/9/2025"
3,9,1169,"Electronics","3/9/2025"
3,11,4011,"Grocery","3/9/2025"
6,21,4904,"Home","3/9/2025"
4,13,2842,"Sports","3/9/2025"
1,5,916,"Clothing","3/9/2026"
4,8,2119,"Electronics","3/9/2026"
2,5,762,"Grocery","3/9/2026"
8,25,6861,"Home","3/9/2026"
4,13,2252,"Sports","3/9/2026"
2,6,479,"Clothing","4/1/2024"
1,3,587,"Electronics","4/1/2024"
8,21,5204,"Grocery","4/1/2024"
2,9,642,"Home","4/1/2024"
1,2,310,"Sports","4/1/2024"
5,12,2024,"Clothing","4/1/2025"
5,11,3353,"Electronics","4/1/2025"
6,21,3241,"Grocery","4/1/2025"
9,30,8030,"Home","4/1/2025"
10,29,6773,"Sports","4/1/2025"
3,8,1268,"Clothing","4/10/2024"
3,4,929,"Electronics","4/10/2024"
3,9,2061,"Grocery","4/10/2024"
3,4,1584,"Home","4/10/2024"
4,15,5336,"Sports","4/10/2024"
4,13,1730,"Clothing","4/10/2025"
3,6,1831,"Electronics","4/10/2025"
5,20,7284,"Grocery","4/10/2025"
4,12,3059,"Home","4/10/2025"
5,9,2050,"Sports","4/10/2025"
6,18,5033,"Electronics","4/11/2024"
5,11,1959,"Grocery","4/11/2024"
6,20,5196,"Home","4/11/2024"
4,13,3306,"Sports","4/11/2024"
3,9,1141,"Clothing","4/11/2025"
2,4,612,"Electronics","4/11/2025"
6,22,4428,"Grocery","4/11/2025"
6,25,4172,"Home","4/11/2025"
4,15,1387,"Sports","4/11/2025"
5,18,3157,"Clothing","4/12/2024"
5,19,4880,"Electronics","4/12/2024"
4,13,1894,"Grocery","4/12/2024"
10,29,7301,"Home","4/12/2024"
1,2,768,"Sports","4/12/2024"
1,5,1524,"Clothing","4/12/2025"
5,14,3647,"Electronics","4/12/2025"
2,6,2239,"Grocery","4/12/2025"
4,12,1093,"Home","4/12/2025"
2,5,1798,"Sports","4/12/2025"
7,21,3797,"Clothing","4/13/2024"
5,13,2430,"Electronics","4/13/2024"
4,13,3692,"Grocery","4/13/2024"
6,13,4509,"Home","4/13/2024"
1,4,364,"Sports","4/13/2024"
5,13,3400,"Clothing","4/13/2025"
1,2,368,"Electronics","4/13/2025"
5,14,3196,"Grocery","4/13/2025"
2,6,631,"Home","4/13/2025"
7,20,5014,"Sports","4/13/2025"
2,5,780,"Clothing","4/14/2024"
4,10,3337,"Electronics","4/14/2024"
4,19,5068,"Grocery","4/14/2024"
6,16,5206,"Home","4/14/2024"
7,24,6665,"Sports","4/14/2024"
5,18,3164,"Clothing","4/14/2025"
6,26,6243,"Electronics","4/14/2025"
2,5,1246,"Grocery","4/14/2025"
1,1,291,"Home","4/14/2025"
6,18,5107,"Sports","4/14/2025"
6,18,3016,"Clothing","4/15/2024"
4,12,2890,"Electronics","4/15/2024"
2,3,654,"Grocery","4/15/2024"
12,35,10740,"Home","4/15/2024"
7,18,3792,"Sports","4/15/2024"
3,12,1250,"Clothing","4/15/2025"
3,10,2210,"Electronics","4/15/2025"
2,5,1618,"Home","4/15/2025"
5,16,5326,"Sports","4/15/2025"
6,21,2801,"Clothing","4/16/2024"
3,9,1409,"Electronics","4/16/2024"
5,17,4429,"Grocery","4/16/2024"
5,11,3220,"Home","4/16/2024"
5,18,5213,"Sports","4/16/2024"
2,7,2049,"Clothing","4/16/2025"
4,8,1354,"Electronics","4/16/2025"
5,10,2426,"Grocery","4/16/2025"
8,19,4921,"Home","4/16/2025"
1,3,1145,"Sports","4/16/2025"
6,15,3151,"Clothing","4/17/2024"
3,9,2482,"Electronics","4/17/2024"
5,14,3539,"Grocery","4/17/2024"
5,13,3485,"Home","4/17/2024"
2,6,1016,"Sports","4/17/2024"
5,14,2409,"Clothing","4/17/2025"
4,14,3805,"Electronics","4/17/2025"
6,20,5904,"Grocery","4/17/2025"
7,27,4981,"Home","4/17/2025"
2,5,1456,"Sports","4/17/2025"
5,9,1103,"Clothing","4/18/2024"
4,12,1853,"Electronics","4/18/2024"
11,36,8606,"Grocery","4/18/2024"
10,31,8252,"Home","4/18/2024"
4,9,1653,"Sports","4/18/2024"
2,4,487,"Clothing","4/18/2025"
5,17,2835,"Electronics","4/18/2025"
5,13,4499,"Grocery","4/18/2025"
5,16,2424,"Home","4/18/2025"
7,31,7566,"Sports","4/18/2025"
3,10,2374,"Clothing","4/19/2024"
2,5,1740,"Electronics","4/19/2024"
5,16,4353,"Grocery","4/19/2024"
8,18,4251,"Home","4/19/2024"
9,22,5874,"Sports","4/19/2024"
3,9,1965,"Clothing","4/19/2025"
1,2,570,"Electronics","4/19/2025"
2,5,1519,"Grocery","4/19/2025"
4,18,4934,"Home","4/19/2025"
3,10,2650,"Sports","4/19/2025"
5,13,1853,"Clothing","4/2/2024"
3,13,2434,"Electronics","4/2/2024"
3,8,2438,"Grocery","4/2/2024"
6,23,6809,"Home","4/2/2024"
7,19,5193,"Sports","4/2/2024"
4,14,2198,"Clothing","4/2/2025"
4,13,1951,"Electronics","4/2/2025"
2,7,1957,"Grocery","4/2/2025"
2,9,2200,"Home","4/2/2025"
4,11,326,"Sports","4/2/2025"
7,20,3939,"Clothing","4/20/2024"
8,28,7339,"Grocery","4/20/2024"
5,14,4371,"Home","4/20/2024"
6,17,3434,"Sports","4/20/2024"
3,5,679,"Clothing","4/20/2025"
1,5,352,"Electronics","4/20/2025"
1,5,1228,"Grocery","4/20/2025"
5,13,2481,"Home","4/20/2025"
1,2,682,"Sports","4/20/2025"
4,12,2034,"Clothing","4/21/2024"
6,17,5033,"Electronics","4/21/2024"
3,14,2466,"Grocery","4/21/2024"
5,15,4439,"Home","4/21/2024"
6,13,1912,"Sports","4/21/2024"
3,10,693,"Clothing","4/21/2025"
3,11,2376,"Electronics","4/21/2025"
4,13,1965,"Grocery","4/21/2025"
9,17,3542,"Home","4/21/2025"
4,8,3160,"Sports","4/21/2025"
4,10,1680,"Clothing","4/22/2024"
4,15,3057,"Electronics","4/22/2024"
6,14,4013,"Grocery","4/22/2024"
14,46,10384,"Home","4/22/2024"
6,21,4251,"Sports","4/22/2024"
6,20,2669,"Clothing","4/22/2025"
5,15,2541,"Electronics","4/22/2025"
4,18,5748,"Grocery","4/22/2025"
3,13,3903,"Home","4/22/2025"
4,15,2780,"Sports","4/22/2025"
2,7,1514,"Clothing","4/23/2024"
4,10,2233,"Grocery","4/23/2024"
8,19,5511,"Home","4/23/2024"
4,10,3101,"Sports","4/23/2024"
4,15,3184,"Clothing","4/23/2025"
4,16,5387,"Electronics","4/23/2025"
5,20,5334,"Grocery","4/23/2025"
6,16,4832,"Home","4/23/2025"
1,5,85,"Sports","4/23/2025"
5,14,1692,"Clothing","4/24/2024"
4,13,1357,"Electronics","4/24/2024"
8,26,6154,"Grocery","4/24/2024"
5,13,3523,"Home","4/24/2024"
3,8,1210,"Sports","4/24/2024"
4,9,1658,"Electronics","4/24/2025"
4,14,5269,"Grocery","4/24/2025"
5,14,3327,"Home","4/24/2025"
7,20,5986,"Sports","4/24/2025"
2,8,837,"Clothing","4/25/2024"
5,17,4662,"Electronics","4/25/2024"
7,21,5903,"Grocery","4/25/2024"
5,10,1294,"Home","4/25/2024"
3,11,2395,"Sports","4/25/2024"
5,19,2447,"Clothing","4/25/2025"
3,11,2513,"Electronics","4/25/2025"
3,10,2152,"Grocery","4/25/2025"
7,27,6488,"Home","4/25/2025"
5,18,5826,"Sports","4/25/2025"
7,23,3407,"Clothing","4/26/2024"
2,7,2034,"Electronics","4/26/2024"
7,22,4784,"Grocery","4/26/2024"
4,9,2749,"Home","4/26/2024"
4,10,2102,"Sports","4/26/2024"
8,22,3677,"Clothing","4/26/2025"
2,9,1819,"Electronics","4/26/2025"
10,25,5175,"Grocery","4/26/2025"
6,25,9919,"Home","4/26/2025"
6,17,2466,"Sports","4/26/2025"
8,29,5458,"Clothing","4/27/2024"
6,22,5719,"Electronics","4/27/2024"
8,19,4106,"Grocery","4/27/2024"
9,21,6989,"Home","4/27/2024"
3,15,3856,"Sports","4/27/2024"
4,10,1615,"Clothing","4/27/2025"
2,7,1736,"Electronics","4/27/2025"
3,6,1732,"Grocery","4/27/2025"
5,14,3233,"Home","4/27/2025"
6,21,5860,"Sports","4/27/2025"
4,14,1214,"Clothing","4/28/2024"
4,8,1931,"Electronics","4/28/2024"
2,3,637,"Grocery","4/28/2024"
10,25,7341,"Home","4/28/2024"
3,7,1182,"Sports","4/28/2024"
4,15,2635,"Clothing","4/28/2025"
5,18,4680,"Electronics","4/28/2025"
6,22,3320,"Grocery","4/28/2025"
8,23,4989,"Home","4/28/2025"
5,11,2823,"Sports","4/28/2025"
5,16,2196,"Clothing","4/29/2024"
4,8,2686,"Electronics","4/29/2024"
3,14,2518,"Grocery","4/29/2024"
9,25,6307,"Home","4/29/2024"
9,23,2840,"Sports","4/29/2024"
4,18,3377,"Clothing","4/29/2025"
1,2,125,"Electronics","4/29/2025"
8,18,2748,"Grocery","4/29/2025"
6,20,3867,"Home","4/29/2025"
2,7,1810,"Sports","4/29/2025"
1,3,414,"Clothing","4/3/2024"
4,12,2539,"Electronics","4/3/2024"
7,16,5701,"Grocery","4/3/2024"
10,25,6352,"Home","4/3/2024"
2,6,87,"Sports","4/3/2024"
4,8,1273,"Clothing","4/3/2025"
2,3,1142,"Electronics","4/3/2025"
1,5,79,"Grocery","4/3/2025"
6,14,3876,"Home","4/3/2025"
8,27,4646,"Sports","4/3/2025"
6,22,2729,"Clothing","4/30/2024"
1,2,462,"Electronics","4/30/2024"
4,12,3410,"Grocery","4/30/2024"
4,12,3725,"Home","4/30/2024"
10,33,10166,"Sports","4/30/2024"
4,9,1108,"Clothing","4/30/2025"
4,11,2612,"Electronics","4/30/2025"
4,13,3914,"Grocery","4/30/2025"
4,10,1591,"Home","4/30/2025"
4,8,2524,"Sports","4/30/2025"
10,31,4098,"Clothing","4/4/2024"
5,14,2669,"Electronics","4/4/2024"
4,12,2849,"Grocery","4/4/2024"
9,22,6208,"Home","4/4/2024"
6,23,6208,"Sports","4/4/2024"
2,6,793,"Clothing","4/4/2025"
4,8,1282,"Electronics","4/4/2025"
2,5,1432,"Grocery","4/4/2025"
5,21,5609,"Home","4/4/2025"
3,11,2173,"Sports","4/4/2025"
5,12,1772,"Clothing","4/5/2024"
2,7,2027,"Electronics","4/5/2024"
4,12,3589,"Grocery","4/5/2024"
6,16,5609,"Home","4/5/2024"
3,12,2614,"Sports","4/5/2024"
4,12,1997,"Clothing","4/5/2025"
4,9,2816,"Electronics","4/5/2025"
3,6,1074,"Grocery","4/5/2025"
1,4,1739,"Home","4/5/2025"
3,5,1130,"Sports","4/5/2025"
7,20,3475,"Clothing","4/6/2024"
7,25,6872,"Electronics","4/6/2024"
5,11,2031,"Grocery","4/6/2024"
11,32,7605,"Home","4/6/2024"
2,6,1737,"Sports","4/6/2024"
5,21,3801,"Clothing","4/6/2025"
6,15,2746,"Electronics","4/6/2025"
6,23,3118,"Grocery","4/6/2025"
6,20,3637,"Home","4/6/2025"
4,5,1913,"Sports","4/6/2025"
7,22,3905,"Clothing","4/7/2024"
2,5,2006,"Electronics","4/7/2024"
6,21,4975,"Grocery","4/7/2024"
4,15,5701,"Home","4/7/2024"
10,29,5743,"Sports","4/7/2024"
3,7,884,"Clothing","4/7/2025"
1,5,2124,"Electronics","4/7/2025"
3,9,2102,"Grocery","4/7/2025"
2,10,2330,"Home","4/7/2025"
6,15,4270,"Sports","4/7/2025"
8,22,4001,"Clothing","4/8/2024"
